"material_no","material_desc_rus","l3_product_category_code","l3_product_category_name"
76009033,"Product description 1329","191110","Category 04"
76009056,"Product description 1330","191013","Category 07"
76009071,"Product description 1331","191013","Category 07"
76009134,"Product description 1332","191013","Category 07"
76009135,"Product description 1333","191123","Category 02"
76009155,"Product description 1334","191020","Category 05"
76009179,"Product description 1335","191020","Category 05"
76009180,"Product description 1336","191018","Category 11"
76009196,"Product description 1337","191018","Category 11"
76009197,"Product description 1338","191018","Category 11"
76009198,"Product description 1339","191018","Category 11"
76009199,"Product description 1340","191013","Category 07"
76009213,"Product description 1341","191018","Category 11"
76009216,"Product description 1342","191018","Category 11"
76009217,"Product description 1343","191018","Category 11"
76009218,"Product description 1344","191018","Category 11"
76009219,"Product description 1345","191018","Category 11"
76009222,"Product description 1346","191020","Category 05"
76009234,"Product description 1347","191020","Category 05"
76009248,"Product description 1348","191020","Category 05"
76009263,"Product description 1349","191018","Category 11"
76009264,"Product description 1350","191018","Category 11"
76009265,"Product description 1351","191018","Category 11"
76009270,"Product description 1352","191013","Category 07"
76009300,"Product description 1353","191018","Category 11"
76009301,"Product description 1354","191018","Category 11"
76009326,"Product description 1355","191017","Category 10"
76009327,"Product description 1356","191017","Category 10"
76009388,"Product description 1357","191014","Category 12"
76009419,"Product description 1358","191018","Category 11"
76009439,"Product description 1359","191018","Category 11"
76009494,"Product description 1360","191018","Category 11"
76009495,"Product description 1361","191018","Category 11"
76009496,"Product description 1362","191018","Category 11"
76009497,"Product description 1363","191018","Category 11"
76009498,"Product description 1364","191018","Category 11"
76009540,"Product description 1365","191018","Category 11"
76009543,"Product description 1366","191018","Category 11"
76009566,"Product description 1367","191018","Category 11"
76009601,"Product description 1368","191018","Category 11"
76009603,"Product description 1369","191013","Category 07"
76009604,"Product description 1370","191013","Category 07"
76009671,"Product description 1371","191013","Category 07"
76009672,"Product description 1372","191013","Category 07"
76009676,"Product description 1373","191110","Category 04"
76009677,"Product description 1374","211323","Category 02"
76009679,"Product description 1375","191018","Category 11"
76009699,"Product description 1376","191018","Category 11"
76009750,"Product description 1377","191018","Category 11"
76009811,"Product description 1378","191025","Category 08"
76009813,"Product description 1379","191025","Category 08"
76009860,"Product description 1380","191018","Category 11"
76009883,"Product description 1381","191017","Category 10"
76009916,"Product description 1382","191014","Category 12"
76009919,"Product description 1383","191018","Category 11"
76009935,"Product description 1384","191018","Category 11"
76009946,"Product description 1385","191017","Category 10"
76009947,"Product description 1386","191025","Category 08"
76010060,"Product description 1387","191013","Category 07"
76010062,"Product description 1388","191018","Category 11"
76010063,"Product description 1389","191014","Category 12"
76010066,"Product description 1390","191018","Category 11"
76010067,"Product description 1391","191018","Category 11"
76010068,"Product description 1392","191018","Category 11"
76010086,"Product description 1393","191017","Category 10"
76010087,"Product description 1394","191018","Category 11"
76010088,"Product description 1395","191017","Category 10"
76010250,"Product description 1396","191013","Category 07"
76010270,"Product description 1397","191013","Category 07"
76010271,"Product description 1398","191013","Category 07"
76010272,"Product description 1399","191013","Category 07"
76010273,"Product description 1400","191013","Category 07"
76010274,"Product description 1401","191013","Category 07"
76010275,"Product description 1402","191013","Category 07"
76010276,"Product description 1403","191013","Category 07"
76010277,"Product description 1404","191018","Category 11"
76010278,"Product description 1405","191018","Category 11"
76010347,"Product description 1406","191110","Category 04"
76010348,"Product description 1407","191110","Category 04"
76010349,"Product description 1408","191110","Category 04"
76010374,"Product description 1409","191018","Category 11"
76010378,"Product description 1410","191123","Category 02"
76010432,"Product description 1411","191018","Category 11"
76010438,"Product description 1412","191123","Category 02"
76010439,"Product description 1413","191123","Category 02"
76010550,"Product description 1414","191123","Category 02"
76010551,"Product description 1415","191123","Category 02"
76010552,"Product description 1416","191123","Category 02"
76010553,"Product description 1417","191123","Category 02"
76010554,"Product description 1418","191123","Category 02"
76010555,"Product description 1419","191123","Category 02"
76010556,"Product description 1420","191123","Category 02"
76010557,"Product description 1421","191123","Category 02"
76010558,"Product description 1422","191123","Category 02"
76010559,"Product description 1423","191123","Category 02"
76010597,"Product description 1424","191013","Category 07"
76010610,"Product description 1425","191123","Category 02"
76010611,"Product description 1426","191123","Category 02"
76010612,"Product description 1427","191123","Category 02"
76010613,"Product description 1428","191123","Category 02"
76010614,"Product description 1429","191123","Category 02"
76010615,"Product description 1430","191123","Category 02"
76010617,"Product description 1431","191110","Category 04"
76010618,"Product description 1432","191018","Category 11"
76010619,"Product description 1433","191018","Category 11"
76010644,"Product description 1434","191018","Category 11"
76010645,"Product description 1435","191018","Category 11"
76010660,"Product description 1436","191013","Category 07"
76010670,"Product description 1437","191018","Category 11"
76010811,"Product description 1438","191110","Category 04"
76010812,"Product description 1439","191110","Category 04"
76010818,"Product description 1440","191018","Category 11"
76010819,"Product description 1441","191110","Category 04"
76010940,"Product description 1442","191013","Category 07"
76010943,"Product description 1443","191018","Category 11"
76011025,"Product description 1444","191018","Category 11"
76011105,"Product description 1445","191018","Category 11"
76011110,"Product description 1446","191013","Category 07"
76011111,"Product description 1447","191013","Category 07"
76011112,"Product description 1448","191110","Category 04"
76011115,"Product description 1449","191110","Category 04"
76011118,"Product description 1450","191110","Category 04"
76011119,"Product description 1451","191018","Category 11"
76011144,"Product description 1452","191018","Category 11"
76011145,"Product description 1453","191018","Category 11"
76011176,"Product description 1454","191018","Category 11"
76011177,"Product description 1455","191018","Category 11"
76011195,"Product description 1456","191018","Category 11"
76011231,"Product description 1457","191015","Category 14"
76011263,"Product description 1458","191018","Category 11"
76011288,"Product description 1459","191018","Category 11"
76011297,"Product description 1460","191026","Category 17"
76011321,"Product description 1461","191014","Category 12"
76011332,"Product description 1462","191018","Category 11"
76011336,"Product description 1463","191018","Category 11"
76011343,"Product description 1464","191026","Category 17"
76011344,"Product description 1465","191026","Category 17"
76011353,"Product description 1466","191026","Category 17"
76011370,"Product description 1467","191018","Category 11"
76011374,"Product description 1468","191018","Category 11"
76011395,"Product description 1469","191018","Category 11"
76011396,"Product description 1470","191018","Category 11"
76011397,"Product description 1471","191015","Category 14"
76011459,"Product description 1472","191110","Category 04"
76011496,"Product description 1473","191018","Category 11"
76011540,"Product description 1474","191110","Category 04"
76011594,"Product description 1475","191018","Category 11"
76011596,"Product description 1476","191110","Category 04"
76011630,"Product description 1477","191013","Category 07"
76011631,"Product description 1478","191013","Category 07"
76011642,"Product description 1479","191110","Category 04"
76011643,"Product description 1480","191110","Category 04"
76011644,"Product description 1481","191110","Category 04"
76011722,"Product description 1482","191110","Category 04"
76011723,"Product description 1483","191110","Category 04"
76011831,"Product description 1484","191013","Category 07"
76011992,"Product description 1485","191018","Category 11"
76012011,"Product description 1486","191013","Category 07"
76012044,"Product description 1487","191018","Category 11"
76012045,"Product description 1488","191018","Category 11"
76012061,"Product description 1489","191123","Category 02"
76012062,"Product description 1490","191123","Category 02"
76012063,"Product description 1491","191123","Category 02"
76012064,"Product description 1492","191123","Category 02"
76012080,"Product description 1493","191018","Category 11"
76012082,"Product description 1494","191013","Category 07"
76012086,"Product description 1495","191123","Category 02"
76012089,"Product description 1496","191018","Category 11"
76012091,"Product description 1497","191018","Category 11"
76012092,"Product description 1498","191018","Category 11"
76012102,"Product description 1499","191123","Category 02"
76012103,"Product description 1500","191123","Category 02"
76012188,"Product description 1501","191018","Category 11"
76012190,"Product description 1502","191018","Category 11"
76012191,"Product description 1503","191018","Category 11"
76012221,"Product description 1504","191013","Category 07"
76012222,"Product description 1505","191013","Category 07"
76012223,"Product description 1506","191013","Category 07"
76012230,"Product description 1507","191013","Category 07"
76012231,"Product description 1508","191013","Category 07"
76012232,"Product description 1509","191013","Category 07"
76012270,"Product description 1510","191018","Category 11"
76012280,"Product description 1511","191018","Category 11"
76012281,"Product description 1512","191018","Category 11"
76012282,"Product description 1513","191123","Category 02"
76012301,"Product description 1514","191110","Category 04"
76012302,"Product description 1515","191110","Category 04"
76012303,"Product description 1516","191110","Category 04"
76012304,"Product description 1517","191110","Category 04"
76012305,"Product description 1518","191110","Category 04"
76012306,"Product description 1519","191018","Category 11"
76012330,"Product description 1520","191013","Category 07"
76012331,"Product description 1521","191013","Category 07"
76012332,"Product description 1522","191013","Category 07"
76012333,"Product description 1523","191013","Category 07"
76012470,"Product description 1524","191013","Category 07"
76012515,"Product description 1525","191013","Category 07"
76012516,"Product description 1526","191018","Category 11"
76012545,"Product description 1527","191018","Category 11"
76012555,"Product description 1528","191013","Category 07"
76012562,"Product description 1529","191018","Category 11"
76012563,"Product description 1530","191018","Category 11"
76012568,"Product description 1531","191123","Category 02"
76012569,"Product description 1532","191123","Category 02"
76012583,"Product description 1533","191018","Category 11"
76012584,"Product description 1534","191013","Category 07"
76012600,"Product description 1535","191018","Category 11"
76012617,"Product description 1536","191119","Category 03"
76012619,"Product description 1537","191119","Category 03"
76012668,"Product description 1538","191015","Category 14"
76012669,"Product description 1539","191119","Category 03"
76012680,"Product description 1540","191119","Category 03"
76012693,"Product description 1541","191018","Category 11"
76012703,"Product description 1542","191018","Category 11"
76012704,"Product description 1543","191018","Category 11"
76012705,"Product description 1544","191018","Category 11"
76012712,"Product description 1545","191110","Category 04"
76012811,"Product description 1546","191018","Category 11"
76012842,"Product description 1547","191014","Category 12"
76012852,"Product description 1548","191018","Category 11"
76012877,"Product description 1549","191018","Category 11"
76012880,"Product description 1550","191018","Category 11"
76012907,"Product description 1551","191018","Category 11"
76012909,"Product description 1552","191013","Category 07"
76012912,"Product description 1553","191014","Category 12"
76012951,"Product description 1554","191018","Category 11"
76013046,"Product description 1555","191020","Category 05"
76013047,"Product description 1556","191020","Category 05"
76013048,"Product description 1557","191111","Category 06"
76013049,"Product description 1558","191111","Category 06"
76013063,"Product description 1559","191013","Category 07"
76013065,"Product description 1560","191123","Category 02"
76013090,"Product description 1561","191013","Category 07"
76013092,"Product description 1562","191110","Category 04"
76013113,"Product description 1563","191018","Category 11"
76013125,"Product description 1564","191017","Category 10"
76013126,"Product description 1565","191017","Category 10"
76013133,"Product description 1566","191111","Category 06"
76013142,"Product description 1567","191018","Category 11"
76013143,"Product description 1568","191110","Category 04"
76013209,"Product description 1569","191013","Category 07"
76013211,"Product description 1570","191110","Category 04"
76013212,"Product description 1571","191110","Category 04"
76013227,"Product description 1572","191018","Category 11"
76013228,"Product description 1573","191018","Category 11"
76013248,"Product description 1574","191110","Category 04"
76013249,"Product description 1575","191110","Category 04"
76013259,"Product description 1576","191013","Category 07"
76013265,"Product description 1577","191013","Category 07"
76013267,"Product description 1578","191013","Category 07"
76013268,"Product description 1579","191013","Category 07"
76013283,"Product description 1580","191018","Category 11"
76013304,"Product description 1581","191018","Category 11"
76013310,"Product description 1582","191013","Category 07"
76013311,"Product description 1583","191110","Category 04"
76013312,"Product description 1584","191110","Category 04"
76013320,"Product description 1585","191013","Category 07"
76013321,"Product description 1586","191110","Category 04"
76013322,"Product description 1587","191110","Category 04"
76013350,"Product description 1588","191110","Category 04"
76013351,"Product description 1589","191110","Category 04"
76013379,"Product description 1590","191123","Category 02"
76013409,"Product description 1591","191014","Category 12"
76013416,"Product description 1592","191017","Category 10"
76013442,"Product description 1593","191018","Category 11"
76013454,"Product description 1594","191018","Category 11"
76013462,"Product description 1595","191018","Category 11"
76013469,"Product description 1596","191123","Category 02"
76013483,"Product description 1597","191015","Category 14"
76013485,"Product description 1598","191018","Category 11"
76013486,"Product description 1599","191018","Category 11"
76013489,"Product description 1600","191018","Category 11"
76013499,"Product description 1601","191018","Category 11"
76013502,"Product description 1602","191018","Category 11"
76013510,"Product description 1603","191018","Category 11"
76013511,"Product description 1604","191018","Category 11"
76013546,"Product description 1605","191018","Category 11"
76013580,"Product description 1606","191015","Category 14"
76013607,"Product description 1607","191018","Category 11"
76013611,"Product description 1608","191018","Category 11"
76013620,"Product description 1609","191018","Category 11"
76013623,"Product description 1610","191018","Category 11"
76013634,"Product description 1611","191018","Category 11"
76013635,"Product description 1612","191018","Category 11"
76013658,"Product description 1613","191018","Category 11"
76013660,"Product description 1614","191018","Category 11"
76013703,"Product description 1615","191013","Category 07"
76013746,"Product description 1616","191018","Category 11"
76013747,"Product description 1617","191018","Category 11"
76013748,"Product description 1618","191018","Category 11"
76013772,"Product description 1619","191018","Category 11"
76013777,"Product description 1620","191018","Category 11"
76013778,"Product description 1621","191018","Category 11"
76013828,"Product description 1622","191018","Category 11"
76013841,"Product description 1623","191018","Category 11"
76013852,"Product description 1624","191013","Category 07"
76013854,"Product description 1625","191018","Category 11"
76013856,"Product description 1626","191018","Category 11"
76013860,"Product description 1627","191013","Category 07"
76013882,"Product description 1628","191123","Category 02"
76013883,"Product description 1629","191123","Category 02"
76013902,"Product description 1630","191123","Category 02"
76013904,"Product description 1631","191123","Category 02"
76013906,"Product description 1632","191123","Category 02"
76013907,"Product description 1633","191123","Category 02"
76013911,"Product description 1634","191018","Category 11"
76013912,"Product description 1635","191018","Category 11"
76013913,"Product description 1636","191018","Category 11"
76014010,"Product description 1637","191018","Category 11"
76014011,"Product description 1638","191018","Category 11"
76014013,"Product description 1639","191013","Category 07"
76014091,"Product description 1640","191013","Category 07"
76014130,"Product description 1641","191013","Category 07"
76014133,"Product description 1642","191018","Category 11"
76014200,"Product description 1643","191013","Category 07"
76014205,"Product description 1644","191111","Category 06"
76014210,"Product description 1645","191013","Category 07"
76014211,"Product description 1646","191013","Category 07"
76014214,"Product description 1647","191013","Category 07"
76014215,"Product description 1648","191013","Category 07"
76014217,"Product description 1649","191018","Category 11"
76014218,"Product description 1650","191111","Category 06"
76014224,"Product description 1651","191013","Category 07"
76014227,"Product description 1652","191013","Category 07"
76014228,"Product description 1653","191123","Category 02"
76014231,"Product description 1654","191018","Category 11"
76014242,"Product description 1655","191013","Category 07"
76014243,"Product description 1656","191018","Category 11"
76014264,"Product description 1657","191123","Category 02"
76014270,"Product description 1658","191013","Category 07"
76014271,"Product description 1659","191123","Category 02"
76014272,"Product description 1660","191018","Category 11"
76014273,"Product description 1661","191018","Category 11"
76014274,"Product description 1662","191111","Category 06"
76014297,"Product description 1663","191018","Category 11"
76014302,"Product description 1664","191123","Category 02"
76014303,"Product description 1665","191123","Category 02"
76014304,"Product description 1666","191123","Category 02"
76014306,"Product description 1667","191018","Category 11"
76014307,"Product description 1668","191110","Category 04"
76014308,"Product description 1669","191110","Category 04"
76014309,"Product description 1670","191013","Category 07"
76014312,"Product description 1671","191013","Category 07"
76014316,"Product description 1672","191110","Category 04"
76014324,"Product description 1673","191018","Category 11"
76014325,"Product description 1674","191111","Category 06"
76014331,"Product description 1675","191123","Category 02"
76014332,"Product description 1676","191123","Category 02"
76014333,"Product description 1677","191111","Category 06"
76014342,"Product description 1678","191018","Category 11"
76014344,"Product description 1679","191123","Category 02"
76014347,"Product description 1680","191123","Category 02"
76014349,"Product description 1681","191123","Category 02"
76014351,"Product description 1682","191123","Category 02"
76014352,"Product description 1683","191123","Category 02"
76014353,"Product description 1684","191123","Category 02"
76014354,"Product description 1685","191123","Category 02"
76014355,"Product description 1686","191123","Category 02"
76014398,"Product description 1687","191018","Category 11"
76014405,"Product description 1688","191111","Category 06"
76014406,"Product description 1689","191111","Category 06"
76014408,"Product description 1690","191111","Category 06"
76014422,"Product description 1691","191110","Category 04"
76014424,"Product description 1692","191018","Category 11"
76014427,"Product description 1693","191018","Category 11"
76014428,"Product description 1694","191018","Category 11"
76014429,"Product description 1695","191018","Category 11"
76014432,"Product description 1696","191110","Category 04"
76014433,"Product description 1697","191018","Category 11"
76014434,"Product description 1698","191110","Category 04"
76014435,"Product description 1699","191110","Category 04"
76014443,"Product description 1700","191111","Category 06"
76014450,"Product description 1701","191018","Category 11"
76014456,"Product description 1702","191014","Category 12"
76014458,"Product description 1703","191110","Category 04"
76014464,"Product description 1704","191014","Category 12"
76014466,"Product description 1705","191014","Category 12"
76014468,"Product description 1706","191014","Category 12"
76014469,"Product description 1707","191110","Category 04"
76014472,"Product description 1708","191111","Category 06"
76014493,"Product description 1709","191018","Category 11"
76014501,"Product description 1710","191013","Category 07"
76014519,"Product description 1711","191013","Category 07"
76014525,"Product description 1712","191014","Category 12"
76014563,"Product description 1713","191110","Category 04"
76014564,"Product description 1714","191110","Category 04"
76014591,"Product description 1715","191013","Category 07"
76014605,"Product description 1716","191013","Category 07"
76014606,"Product description 1717","191013","Category 07"
76014607,"Product description 1718","191013","Category 07"
76014609,"Product description 1719","191110","Category 04"
76014615,"Product description 1720","191110","Category 04"
76014616,"Product description 1721","191110","Category 04"
76014622,"Product description 1722","191013","Category 07"
76014625,"Product description 1723","191110","Category 04"
76014626,"Product description 1724","191110","Category 04"
76014627,"Product description 1725","191110","Category 04"
76014633,"Product description 1726","191013","Category 07"
76014635,"Product description 1727","191013","Category 07"
76014637,"Product description 1728","191110","Category 04"
76014643,"Product description 1729","191110","Category 04"
76014651,"Product description 1730","191013","Category 07"
76014652,"Product description 1731","191013","Category 07"
76014661,"Product description 1732","191110","Category 04"
76014663,"Product description 1733","191110","Category 04"
76014665,"Product description 1734","191110","Category 04"
76014671,"Product description 1735","191110","Category 04"
76014673,"Product description 1736","191110","Category 04"
76014676,"Product description 1737","191110","Category 04"
76014677,"Product description 1738","191110","Category 04"
76014684,"Product description 1739","191018","Category 11"
76014692,"Product description 1740","191110","Category 04"
76014693,"Product description 1741","191110","Category 04"
76014694,"Product description 1742","191110","Category 04"
76014710,"Product description 1743","191110","Category 04"
76014737,"Product description 1744","191018","Category 11"
76014746,"Product description 1745","191018","Category 11"
76014756,"Product description 1746","191014","Category 12"
76014821,"Product description 1747","191017","Category 10"
76014824,"Product description 1748","191018","Category 11"
76014825,"Product description 1749","191013","Category 07"
76014843,"Product description 1750","191013","Category 07"
76014872,"Product description 1751","191014","Category 12"
76014880,"Product description 1752","191013","Category 07"
76014893,"Product description 1753","191110","Category 04"
76014896,"Product description 1754","191013","Category 07"
76014898,"Product description 1755","191013","Category 07"
76014899,"Product description 1756","191110","Category 04"
76014936,"Product description 1757","191018","Category 11"
76014940,"Product description 1758","191017","Category 10"
76014999,"Product description 1759","191110","Category 04"
76015005,"Product description 1760","191018","Category 11"
76015016,"Product description 1761","191018","Category 11"
76015019,"Product description 1762","191110","Category 04"
76015027,"Product description 1763","191015","Category 14"
76015029,"Product description 1764","191110","Category 04"
76015030,"Product description 1765","191013","Category 07"
76015031,"Product description 1766","191017","Category 10"
76015033,"Product description 1767","191110","Category 04"
76015035,"Product description 1768","191018","Category 11"
76015037,"Product description 1769","191018","Category 11"
76015039,"Product description 1770","191018","Category 11"
76015056,"Product description 1771","191110","Category 04"
76015073,"Product description 1772","191110","Category 04"
76015077,"Product description 1773","191110","Category 04"
76015078,"Product description 1774","191123","Category 02"
76015081,"Product description 1775","191110","Category 04"
76015082,"Product description 1776","191110","Category 04"
76015094,"Product description 1777","191110","Category 04"
76015110,"Product description 1778","191110","Category 04"
76015120,"Product description 1779","191110","Category 04"
76015121,"Product description 1780","191110","Category 04"
76015122,"Product description 1781","191123","Category 02"
76015124,"Product description 1782","191110","Category 04"
76015125,"Product description 1783","191110","Category 04"
76015126,"Product description 1784","191110","Category 04"
76015130,"Product description 1785","191110","Category 04"
76015150,"Product description 1786","191018","Category 11"
76015161,"Product description 1787","191018","Category 11"
76015164,"Product description 1788","191013","Category 07"
76015174,"Product description 1789","191018","Category 11"
76015175,"Product description 1790","191018","Category 11"
76015186,"Product description 1791","191018","Category 11"
76015187,"Product description 1792","191018","Category 11"
76015195,"Product description 1793","191018","Category 11"
76015219,"Product description 1794","191110","Category 04"
76015220,"Product description 1795","191110","Category 04"
76015251,"Product description 1796","191018","Category 11"
76015271,"Product description 1797","191110","Category 04"
76015272,"Product description 1798","191110","Category 04"
76015287,"Product description 1799","191110","Category 04"
76015296,"Product description 1800","191110","Category 04"
76015330,"Product description 1801","191110","Category 04"
76015332,"Product description 1802","191110","Category 04"
76015335,"Product description 1803","191110","Category 04"
76015337,"Product description 1804","191110","Category 04"
76015339,"Product description 1805","191013","Category 07"
76015372,"Product description 1806","191110","Category 04"
76015373,"Product description 1807","191110","Category 04"
76015374,"Product description 1808","191110","Category 04"
76015378,"Product description 1809","191018","Category 11"
76015412,"Product description 1810","191017","Category 10"
76015415,"Product description 1811","191110","Category 04"
76015417,"Product description 1812","191110","Category 04"
76015418,"Product description 1813","191110","Category 04"
76015430,"Product description 1814","191110","Category 04"
76015431,"Product description 1815","191110","Category 04"
76015432,"Product description 1816","191110","Category 04"
76015433,"Product description 1817","191110","Category 04"
76015434,"Product description 1818","191110","Category 04"
76015450,"Product description 1819","191013","Category 07"
76015471,"Product description 1820","191018","Category 11"
76015486,"Product description 1821","191018","Category 11"
76015504,"Product description 1822","191110","Category 04"
76015517,"Product description 1823","191017","Category 10"
76015520,"Product description 1824","191018","Category 11"
76015528,"Product description 1825","191013","Category 07"
76015541,"Product description 1826","191018","Category 11"
76015544,"Product description 1827","191018","Category 11"
76015552,"Product description 1828","191013","Category 07"
76015553,"Product description 1829","191018","Category 11"
76015554,"Product description 1830","191017","Category 10"
76015570,"Product description 1831","191017","Category 10"
76015571,"Product description 1832","191110","Category 04"
76015583,"Product description 1833","191013","Category 07"
76015584,"Product description 1834","191013","Category 07"
76015592,"Product description 1835","191123","Category 02"
76015603,"Product description 1836","191017","Category 10"
76015604,"Product description 1837","191018","Category 11"
76015616,"Product description 1838","191018","Category 11"
76015630,"Product description 1839","191022","Category 15"
76015650,"Product description 1840","191018","Category 11"
76015677,"Product description 1841","191018","Category 11"
76015681,"Product description 1842","191123","Category 02"
76015683,"Product description 1843","191123","Category 02"
76015684,"Product description 1844","191013","Category 07"
76015688,"Product description 1845","191013","Category 07"
76015689,"Product description 1846","191013","Category 07"
76015695,"Product description 1847","191017","Category 10"
76015696,"Product description 1848","191110","Category 04"
76015697,"Product description 1849","191110","Category 04"
76015699,"Product description 1850","191110","Category 04"
76015706,"Product description 1851","191110","Category 04"
76015707,"Product description 1852","191110","Category 04"
76015708,"Product description 1853","191110","Category 04"
76015709,"Product description 1854","191110","Category 04"
76015754,"Product description 1855","191013","Category 07"
76015781,"Product description 1856","191110","Category 04"
76015784,"Product description 1857","191110","Category 04"
76015785,"Product description 1858","191110","Category 04"
76015799,"Product description 1859","191013","Category 07"
76015801,"Product description 1860","191110","Category 04"
76015811,"Product description 1861","191110","Category 04"
76015818,"Product description 1862","191123","Category 02"
76015824,"Product description 1863","191018","Category 11"
76015825,"Product description 1864","191018","Category 11"
76015826,"Product description 1865","191018","Category 11"
76015841,"Product description 1866","191013","Category 07"
76015843,"Product description 1867","191018","Category 11"
76015849,"Product description 1868","191018","Category 11"
76015859,"Product description 1869","211224","Category 09"
76015866,"Product description 1870","191123","Category 02"
76015874,"Product description 1871","191123","Category 02"
76015887,"Product description 1872","191123","Category 02"
76015891,"Product description 1873","191123","Category 02"
76015896,"Product description 1874","191123","Category 02"
76015900,"Product description 1875","191013","Category 07"
76015923,"Product description 1876","191013","Category 07"
76015926,"Product description 1877","191013","Category 07"
76015928,"Product description 1878","191018","Category 11"
76015966,"Product description 1879","191017","Category 10"
76015972,"Product description 1880","191013","Category 07"
76015974,"Product description 1881","191013","Category 07"
76015978,"Product description 1882","191013","Category 07"
76016024,"Product description 1883","191013","Category 07"
76016029,"Product description 1884","191018","Category 11"
76016041,"Product description 1885","191017","Category 10"
76016054,"Product description 1886","191018","Category 11"
76016055,"Product description 1887","191018","Category 11"
76016061,"Product description 1888","191018","Category 11"
76016062,"Product description 1889","191018","Category 11"
76016063,"Product description 1890","191018","Category 11"
76016071,"Product description 1891","191017","Category 10"
76016073,"Product description 1892","191017","Category 10"
76016102,"Product description 1893","191013","Category 07"
76016104,"Product description 1894","191018","Category 11"
76016113,"Product description 1895","191123","Category 02"
76016114,"Product description 1896","191123","Category 02"
76016121,"Product description 1897","191018","Category 11"
76016161,"Product description 1898","191018","Category 11"
76016166,"Product description 1899","191110","Category 04"
76016167,"Product description 1900","191110","Category 04"
76016168,"Product description 1901","191110","Category 04"
76016169,"Product description 1902","191110","Category 04"
76016220,"Product description 1903","191022","Category 15"
76016230,"Product description 1904","191110","Category 04"
76016236,"Product description 1905","191017","Category 10"
76016246,"Product description 1906","191017","Category 10"
76016258,"Product description 1907","191110","Category 04"
76016302,"Product description 1908","191018","Category 11"
76016306,"Product description 1909","191013","Category 07"
76016315,"Product description 1910","191110","Category 04"
76016316,"Product description 1911","191110","Category 04"
76016317,"Product description 1912","191110","Category 04"
76016318,"Product description 1913","191110","Category 04"
76016319,"Product description 1914","191110","Category 04"
76016322,"Product description 1915","191017","Category 10"
76016334,"Product description 1916","191110","Category 04"
76016335,"Product description 1917","191110","Category 04"
76016336,"Product description 1918","191110","Category 04"
76016337,"Product description 1919","191110","Category 04"
76016340,"Product description 1920","191018","Category 11"
76016359,"Product description 1921","191123","Category 02"
76016360,"Product description 1922","191110","Category 04"
76016370,"Product description 1923","191110","Category 04"
76016371,"Product description 1924","191110","Category 04"
76016372,"Product description 1925","191110","Category 04"
76016387,"Product description 1926","191123","Category 02"
76016388,"Product description 1927","191123","Category 02"
76016390,"Product description 1928","191123","Category 02"
76016392,"Product description 1929","191123","Category 02"
76016400,"Product description 1930","191123","Category 02"
76016420,"Product description 1931","191123","Category 02"
76016422,"Product description 1932","191123","Category 02"
76016440,"Product description 1933","191013","Category 07"
76016485,"Product description 1934","191123","Category 02"
76016486,"Product description 1935","191123","Category 02"
76016490,"Product description 1936","191013","Category 07"
76016491,"Product description 1937","191013","Category 07"
76016512,"Product description 1938","191018","Category 11"
76016514,"Product description 1939","191018","Category 11"
76016572,"Product description 1940","191013","Category 07"
76016577,"Product description 1941","191013","Category 07"
76016633,"Product description 1942","191017","Category 10"
76016634,"Product description 1943","191017","Category 10"
76016771,"Product description 1944","191018","Category 11"
76016772,"Product description 1945","191018","Category 11"
76016808,"Product description 1946","191015","Category 14"
76016809,"Product description 1947","191014","Category 12"
76016811,"Product description 1948","191123","Category 02"
76016824,"Product description 1949","191017","Category 10"
76016878,"Product description 1950","191123","Category 02"
76016879,"Product description 1951","191123","Category 02"
76016880,"Product description 1952","191123","Category 02"
76016881,"Product description 1953","191123","Category 02"
76016882,"Product description 1954","191123","Category 02"
76016883,"Product description 1955","191123","Category 02"
76016884,"Product description 1956","191123","Category 02"
76016886,"Product description 1957","191015","Category 14"
76016917,"Product description 1958","191018","Category 11"
76016921,"Product description 1959","191123","Category 02"
76016922,"Product description 1960","191123","Category 02"
76016936,"Product description 1961","191013","Category 07"
76017014,"Product description 1962","191017","Category 10"
76017015,"Product description 1963","191017","Category 10"
76017039,"Product description 1964","191013","Category 07"
76017083,"Product description 1965","191017","Category 10"
76017096,"Product description 1966","191013","Category 07"
76017112,"Product description 1967","191018","Category 11"
76017130,"Product description 1968","191013","Category 07"
76017153,"Product description 1969","191018","Category 11"
76017225,"Product description 1970","191018","Category 11"
76017226,"Product description 1971","191018","Category 11"
76017303,"Product description 1972","191013","Category 07"
76017308,"Product description 1973","191018","Category 11"
76017309,"Product description 1974","191018","Category 11"
76017311,"Product description 1975","191013","Category 07"
76017312,"Product description 1976","191013","Category 07"
76017314,"Product description 1977","191013","Category 07"
76017315,"Product description 1978","191013","Category 07"
76017318,"Product description 1979","191110","Category 04"
76017328,"Product description 1980","191015","Category 14"
76017336,"Product description 1981","191013","Category 07"
76017346,"Product description 1982","191018","Category 11"
76017347,"Product description 1983","191018","Category 11"
76017350,"Product description 1984","191018","Category 11"
76017366,"Product description 1985","191018","Category 11"
76017368,"Product description 1986","191018","Category 11"
76017374,"Product description 1987","191018","Category 11"
76017378,"Product description 1988","191110","Category 04"
76017379,"Product description 1989","191110","Category 04"
76017391,"Product description 1990","191018","Category 11"
76017393,"Product description 1991","191013","Category 07"
76017394,"Product description 1992","191013","Category 07"
76017395,"Product description 1993","191013","Category 07"
